image_id,id,caption
333737,57348,A man with a white umbrella posing with some foliage.
134555,67855,A man stands next to a very large elephant.
455157,69055,Man sitting at a picnic table using a laptop shaded by an umbrella.
89487,70383,The man is holding his tie with his right hand.
462011,108473,A man wearing a tie while standing in a room.
356427,108498,A man standing next to train tracks with bags of luggage.
359270,121416,A man in a suit and tie holding a violin bow.
198782,126318,A young man with curly hair looking off to the side
425160,150040,An older man with a green sports coat and blue tie with a flower on it.
23406,163828,A man standing near an elephant with its trunk outstretched.  
555396,192659,A man wearing a shirt and tie near a forest.
515779,198707,A little boy stands by a stack of suit cases.
90778,213463,Old man in a dress white shirt and black bow tie. 
580197,222479,An older man in a tuxedo standing next to a younger man in a tuxedo wearing glasses.
286556,222572,A man spraying the side of a van with spray paint.
321804,225503,A man and a child standing on a tennis court.
434786,230351,an image of a man with a cigarette in his mouth
185768,230601,A man in a safety jacket stands next to a large stuffed bear like creature.
250592,235049,A man is getting off the yacht that had come in to dock.   
145751,255019,A man sitting at a table wearing a shirt and tie smiling.
225658,263041,Man in suit with red white and blue tie. 
515391,267572,A man wearing a striped tie and a jacket.
186218,280720,"one man looking frightened, leaning on an umbrella while the other man is smiling"
209864,324916,A man holding a small umbrella riding on the back of an elephant.
511299,326414,A man standing on a red boat in the water.
412586,333234,A man wearing a tie and a white shirt with glasses.
402588,336920,A man wearing a suit and a loosened tie crossing the street with several other people.
563964,344699,A man throwing a frisbee in front of a sign point in the direction of the toilet.
218874,355323,A man fishing while standing on some rocks next to the ocean.
509891,361977,A man scrubs down an elephant in a water hole.
517388,371924,a man in a white shirt and his luggage
32538,380286,an old man petting a black and white cow
330348,380631,A man sitting on a set of steps while scratching his ear. 
392174,386171,The man wears a nice watch and a colorful tie and cufflinks to complete his dapper look.
429011,418215,Model of two cars with a man near a blue phonebooth.
335340,424272,Man in red jacket and red tie walking in a crowd. 
118802,427169,A man holding a tie across his face with a formal outfit on.
380720,433266,A man smiles down from the back of an elephant.
128704,462176,A man picking up trash with a garbage bag at a food court.
356043,469591,A formally dressed man is on state singing. 
435136,491891,The man is standing next to an adult elephant with chains on it.
122839,531868,A statue of a man next to a statue of an elephant.
258541,545598,Man in dress shirt and orange tie standing inside a building. 
60010,551592,a man in a purple shirt and a tie
563015,560387,A man with a large stack of suitcases in a room.
515038,567690,a man wearing a nice shirt tie with a view of the chest area
145149,586407,A man wearing his collar up with a untied neck tie.
230454,601508,The man is posing with his umbrella up.
145227,638849,a man that has a medal around his neck
459,665502,A man holding a camera up over his left shoulder.
526576,671454,A man standing in front of a white wall.
230360,674705,a man sitting down with a telephone up to his ear
56002,690896,"A man standing in the middle of the room, with clutter all around."
45105,693814,A man sitting in the suit of an old truck with an american flag. 
171443,703000,A man standing on the beach playing frisbee 
274216,708693,A man riding in the back of a white and red boat.
56437,717386,The man in the tie is looking away from the camera.
292082,721666,A man with a little girl sitting on his lap.
541478,732637,A man holding a Library card in his left hand.
334148,734987,A man wearing a motorcycle helmet and a neck tie.
139472,738146,A man in blue is holding a brown umbrella.
8532,780861,A man that has glasses and a hat.
176542,790638,A man that is sitting on a horse.
270505,793320,A man ridding on top of an elephant in a city.
511999,828277,A yellow train next to a platform with two men wearing orange jackets and another man standing next to them.
99242,16047,An older man is skiing down a snowy mountain.
166392,32035,A  young man skateboarding on a wooden ramp.
164475,36640,A young man riding a skateboard in a parking lot.
15778,39991,A young boy rides his skateboard amongst pedestrians.
34234,71173,A man is standing with a skateboard in his hand.
60080,77447,A still image multi shot of a man on a skateboard doing tricks on the ramp
376545,87716,A young man flipping a skateboard through the air.
553912,95278,A man wearing a jacket walking across a street at a cross walk.
73665,96753,Man on street appearing to be dancing or skipping sideways. .
291696,105175,A man leaping over three people while catching a white frisbee.
229765,111420,Asian man in white sleeveless undershirt and grey shorts about to throw a Frisbee. 
180800,137359,Man baskets of apricots are arranged on a shelf.
89557,145797,This man is cutting a large sheet  cake at the party.
53668,146667,a boy attemping a jump with his skateboard in a parking lot 
154154,147985,A man riding a skateboard up the side of a ramp.
371309,152189,A young man is throwing out a pitch at a baseball game.
121788,155198,A man riding skis behind another person towing a bag.
554006,155409,A man in green pants suspenders and a white shirt.
298736,158524,A man positions one foot on his roller blade and the other in midair.
132408,172678,"Two brown horses pull a plow, steered by a man behind."
496897,173817,an image of a man taking dogs in a pet shop
542537,175366,an image  of a man doing tricks with a frisbee
273190,179042,A young man swinging a baseball bat on a baseball field.
151051,180180,A man skiing down a snow covered slope.
506449,188720,A BOY IS ON A SKATE BOARD IN THE COURT
332067,192906,A man leans down and fixes his snow shoes.
75990,194078,A man riding a brown horse down a city street.
368528,202393,A man riding skis on a snow covered ski slope.
210439,203137,A young man catching a blue frisbee in a park.
270815,203179,A man standing on a baseball field wearing a catchers mitt.
161602,213891,A man jumping a skateboard over a hedge in parking lot.
175933,215189,A man riding a skateboard through the air.
41574,215610,A man in black shirt doing a trick at a skateboarding park.
9628,216255,A man riding a board over the top of a wave.
264282,216698,A man in black jacket cross country skiing in woods.
414385,222444,A man walking down a street next to a road filled with cars.
342971,224865,A man catching a green Frisbee next to a  field.
432146,233955,A man in a red jacket is skiing through the snow.
64974,244726,A man performs a high flying maneuver on a skateboard
558784,255014,A man standing on a dirty and grass field next to a lake.
352496,261993,A man on skis with several other skiers on a hill.
171805,262729,A young man standing in front of a zebra in an enclosure.
239445,288927,A man holding a frisbee in one hand and some balls in another.
337160,306920,there is a baseball game on and many people watching it
288576,307862,a man outside after he threw a frizbee
291619,308663,A man catching a frisbee as another looks on.
316968,311470,A man is driving a horse-drawn carriage down the street.
376208,316519,a man dressed in a knight costume riding a horse performing at a show
552188,318901,a man in a large park crouching prepared to throw a frisbee
43816,328629,a man swings a baseball bat at a ball
430265,346386,A man is trying to catch a red Frisbee.
87476,351424,A young man riding a skateboard with an older man.
184207,353026,A little boy standing next to a bunch of unripe bananas.
296994,368740,a man reaching for a blue frisbee on a fence 
8589,388283,A man in white shirt doing a trick on a skateboard.
485709,390214,A man in red jersey throwing a baseball on field.
95808,392314,A young man with a laptop bag travels on a skateboard.
547000,397844,A man walking across a field covered in white snow.
330091,399719,a man using ski poles while snowboarding down a hill
563680,402986,A young man flying through the air while riding a skateboard.
72281,430781,The young man in the cap jumps up on a skateboard.
334222,456138,A boy on an off road skateboard coming down a green grass hill with trees behind him.
14874,470083,A man standing on the ski slope with his pair of skis.
31061,473536,A young man is sitting down with his skateboard. 
488251,478941,A man standing in front of a brown horse near a small building
402405,480198,A man with a backpack walking in skis. 
552973,497011,A man riding a skateboard down the side of a ramp.
532855,501952,A man grinding his skateboard on a rail.
427870,504923,A young man on a skateboard performing a jump.
16228,505295,A horse pulling a trolley carriage with a man on it
149962,513618,A man doing a trick on a skateboard
23034,556566,A man riding on the back of a brown horse.
80337,578160,The man is holding up  fresh green bananas
160195,584072,A man riding a skateboard next to another young man also on a skateboard.
297244,603255,A man playing a game of frisbee with another man as they gaze into each others eyes with man lust.
169028,617419,A boy is jumping in the air with his skateboard at the top of a skateboard ramp. 
211215,624770,A man with a backpack eats a banana next to a street.
505739,634643,The  man is driving the horse fast
58778,635626,A young man skating alone on a slope
74832,650558,A man riding skis on the top of a sky slope.
38210,658446,A man skiing in the snow with large pine trees.
144273,675041,A man is looking at the fruit at the fruit stand
360181,677939,a man that is jumping his skateboard on some concrete
349438,678045,A man flying through the air while on a skateboard.
429290,682252,A young man holding a yellow frisbee in his hands.
286362,683103,There is a man who is holding a banana.
170048,696947,A man jumping in the air catching a frisbee on a field.
146240,701384,A man riding  skateboard into the air.
347675,702182,A man holding a yellow banana in their left hand.
436317,707574,A man riding a skateboard over a blue drum.
72737,718145,a man is doing a trick on a skateboard
33900,720314,A man riding skis on top of  a snow covered field.
303320,725960,A man throwing a frisbee to his friend standing in his yard.
255209,735230,The dog is dwarfed by his human walker.
373577,736732,A man that is holding a tray with vegetables inside of it.
8495,743036,A man is holding skis and ski poles.
346589,748457,A man that is on his knees with a snowboard.
492914,748477,A boy balancing on a skateboard in a parking lot.
517938,755935,a  man swinging a bat during a baseball game 
88286,761842,A man is being pushed on a skateboard by another man.
286460,763124,A man holding skis and poles walking up stairs.
356708,770521,A man riding skis on top of a snow covered slope.
176563,785769,a field that has some snow and a man skiing in it
258388,803576,a man rides his skateboard on a small ledge while another man lights the spray from a can on fire
465879,810246,a man is sitting on a large horse
127068,3311,A man holds a surfboard at the beach.
117719,4288,A man changes a light bulb in a darkened bar.
543347,12748,A young man reaches for a basketball on a court.
70761,20437,A man rides his wake board while paragliding
538661,26276,A first person night shot of a person grilling a hot dog with a blurry image of a man in the background.
174402,27519,A man holding a tennis racquet as a tennis ball approaches him.
566529,27803,A bearded middle aged man cuddling a teddy bear.
306812,29234,A man standing on a tennis court serving a ball to a group of kids.
232598,40461,A man holding a pizza pie with a section missing. 
448463,52697,A man about to hit a tennis ball on a concrete court.
280079,56992,A man holding a red surfboard at a beach looking at the water.
51920,58303,A man enjoying a bite of fresh pizza in a pizzeria
63154,64120,A man laying flat on a surfboard paddling through the water
313246,76761,A young man holding a cup cake with lit candles sticking out of it.
208377,81779,A man on the beach carrying a surfboard with a sail.
296072,82583,A man is surfing in the ocean next to other surfers who are sitting on their boards. 
262587,87600,A man riding a wave on top of a yellow surfboard.
155125,87936,A man holding a slice of pizza at a wooden table.
137297,99984,Running man on a tennis court with his tennis racket over his shoulder.
437540,108993,A man standing on a paddle board riding a wave in the ocean.
46919,130213,A man walking up the side of a snow covered ski slope while wearing skis.
110551,135372,a man flying through the air while riding a skateboard.
4742,147753,A man on a surfboard riding an ocean wave.
440840,148479,A man riding a snowboard down a snow covered slope.
62808,177002,A young man is taking a picture of a large pizza.
447208,179695,A man sitting in front of a tv tray in front of a cake.
463599,201307,A man brushing his teeth while taking a selfie.
501122,201769,A man standing over an ironing board wearing a gas mask.
194471,206259,A man on a skateboard is coming up a ramp.
154148,207715,A man standing in the ocean while holding a surfboard.
493864,208050,A man standing on a wet beach holding a blue board.
232692,212684,Man in black shirt wake boarding over a rail.
452611,213114,A man riding a skateboard on a street.
155189,220984,A man standing on a tennis court holding a racquet.
228722,229035,Man dishing out pizza onto a plate held by another person.
28692,232819,A man flying through while riding a skateboard.
14029,260097,A man sitting next to a surfboard on a beach.
65383,278060,A man on a field prepares to kick a soccer ball.
581062,278872,A man rides his skateboard near a drain pipe system. 
195023,281931,Man wearing wetsuit walking with a blue surf board.
471117,284696,A man holding a tennis racquet on a tennis court.
546203,292175,A man holding onto a snowboard while wearing snow glasses.
246649,294527,A shirtless man playing tennis on a blue court.
147721,306457,A man riding a surfboard on top of a wave in the ocean.
490366,313922,"Near the surf, a man sits hunched over on his board."
218439,315298,A man laying on his bed looking at a phone and brushing his teeth
250167,315980,A man holding white surf board on the beach
352694,316192,A man in a white shirt and black shorts jumps near a soccer ball.
292446,320325,A man eating pizza without using his hands.
147154,320992,a man wearing an apron in front of a table filled with ingredients
526654,328883,The man is trying to eat three hot dogs are the same time. 
432255,331203,A man standing on a tennis court holding a tennis racquet.
289059,334376,A man standing on a tennis court holding a racquet.
334327,341664,A man playing tennis is about to hit the ball.
226404,347160,A man riding a skateboard on top of a cement planter.
387776,349650,A man jumping on snowboard with mountains and trees in background.
505792,349777,A man is getting air on his snowboard 
83110,353879,A man sitting in a  hospital bed hooked up to an IV.
57286,355935,A man flying through the air while riding a skateboard.
436696,358612,A man with a skateboard poses near an outdoor stairwell.
513039,363788,A man surfing along a small wave in the ocean.
511407,367620,a man holding up a picture of a shark
471601,368491,A man on a surf board riding a small wave in the ocean.
557323,368509,A man dressed in green kicks a soccer ball.
266041,377892,A man in black jersey holding a basketball above his head.
258019,385973,A man eating food out of a wrapper.
503663,394136,A man looking in the mirror brushing his teeth .
36773,403297,A man holding a racquet on a tennis court.
195697,403342,A man riding a snowboard down the side of a snow covered slope.
161622,409337,A man in white jacket rowing a yellow surfboard on water.
214127,427688,A man flying through the air while riding a snowboard.
561311,455111,A man holding a plate of pizza in one hand. 
252776,467949,a man glares as other people behind him look on
143479,468392,A man holding a pan filled with hot dogs in buns. 
63595,472212,Man serving tennis ball and racket with camera watching on court
6189,483730,"Man slicing a pizza with a pizza cutter, at home."
23359,503906,A man flying through the air while riding a snowboard.
576463,505600,A man chasing a soccer ball on top of a field.
11567,508086,A man wearing his hat backward with a tennis racket and ball in his hand.
177407,509531,A man riding on top of a paddle board on water.
512416,515052,A MAN WITH A BIRTHDAY CUPCAKE BLOWING OUT CANDLES
272958,517952,A man on a wake board that is up in the air.
116023,528509,A young man about to hit a tennis ball with a tennis racket. 
436203,533179,A man skiing down the snow slopes on the mountain.
12979,536073,A man does a skateboard trick in the air.
426376,539653,A man riding a snowboard down the side of a snow covered slope.
503332,557034,a man on a surfboard riding the top of a wave 
173704,560631,A man is hoding a large hotdog outside
502393,563480,A man that is on a tennis court holding a racquet.
124927,569916,Man standing on shoreline by ocean holding surfboard
223182,570420,A man that is sitting on a bench near a racquet.
99182,571902,A man looking through a book on top of a table.
374010,582344,A man that is on a surfboard in the water.
489019,587902,A man in striped shirt riding a skateboard on a ramp.
8191,589394,"Four men in a lake attempting to stand up on a board together, with their hands raised in the air, and one man in the water."
364608,591944,A man standing on top of a sandy beach near an upright surfboard.
248400,596266,A man opens pizza box and stares at the camera.
436795,598495,A man eating a hotdog in a kitchen
226542,612389,A man is using a toothbrush to clean his teeth.
211722,624669,A man stands holding his skateboard on a clear day.
409929,633079,A young man crouches on a moving skateboard.
494913,638588,A man watches TV from his couch in a living room
390704,661024,"A young man is getting ready to take off on his snowboard, while another one waits."
84498,661162,A man in a wetsuit is holding a surfboard on a dirt path. 
568154,667514,A young man holding a surfboard while standing near a river.
431058,695390,A man flying through the air while riding a snow board.
180135,703316,A man holding a microphone in one hand while he holds a skateboard in the other.
298405,704822,A gentleman putting something into a pizza box in a restaurant.
417339,713150,A man and a boy standing next to each other.
118606,731241,A man riding skis on top of a rail.
341111,747528,a man in a little kayak  putting an oar in the water 
322937,753517,a man is playing tennis on a court
121827,761352,a man that is surfing in the ocean
74457,767020,A  man standing on a beach while holding a white surfboard.
25807,782618,A man is paddle boarding in the ocean.
184266,794991,The man in the green shirt and cap is walking with a tennis racket. 
460676,800441,A man and young boy with tennis rackets on a blue tennis court.
303260,536,"Two men, one dressed as a Roman warrior and using the phone, standing outside."
98242,9065,The back of a man has something in mid air he's looking at.
256547,11663,A man getting ready to swing at a baseball game.
340588,13086,Man flying a kite in the crowded park.
184227,20974,Asian man lays back on a black couch holding a Wii controller. 
139921,31249,A man is standing at an open refrigerator door.
245701,47875,A man with a tennis racket with a crowd watching.
124486,50579,A black and white photograph of a man with a baseball bat.
53267,51353,Man is holding up a photograph and smiling 
301011,53047,Man standing getting ready to serve the ball.
60431,58652,A man walking across a baseball field with a small child behind him.
334928,60855,A man holding a bat with a divided picture and trees in the next
343524,63424,A man holding a tennis racket and ball as if to start a serve.
477805,84845,A man with glasses sitting in front of a laptop computer.
195281,95979,A man pointing to something in the refrigerator
285451,100665,A young man with a goatee talking on a cell phone
402674,103660,A man with a tennis racket behind a net.
157651,103729,A boy preparing to fly a kite on a beach.
158015,124411,A man holding a tennis racquet on a tennis court.
153563,138040,"Two men gesture hands next to laptops, one man uses a phone."
411559,151901,A man is flying a kite with two strings
229960,152001,a man with a plate of pizza and drink in hand
579060,153175,A man hits a tennis ball with a racket.
191270,155612,A man pointing to a baby's picture on a bulletin board. 
302908,205492,A man swinging a racquet on a tennis court.
221132,219613,A man talking on a phone walking near to a field.
565233,245193,Man sitting on his bed while using his laptop.
219690,254568,A man hitting a baseball with a bat.
564738,254979,A man holding a phone up to his ear near a tall brick building.
490441,255549,A man a young girl playing video games
189305,256465,One man sitting and the other is standing while holding a conversation. 
395843,261152,a man on a beach with a kite
187001,270322,A man sitting at a table in a kitchen with a laptop.
22870,289423,Three dogs are in the street near a man flying a kite.
65860,290812,A man flying a kite above in a blue sky.
488069,309652,A young man is leaning against a pole while talking on a cell phone.
5670,310532,a young man in a grey shirt is going to cut his hair 
157653,319181,A man talking on a cell phone while walking down a street.
438848,325346,A man talking on his phone without using hands.
293852,343019,There is a man outside the living room doorway.
551518,367709,A man standing in a  lush green field flying a kite.
150639,369268,A man sits in a car while on a phone.
270185,370618,Baseball man ready to swing bat on baseball field with onlookers
416862,377857,A lab with refrigerators and a man sitting nearby in an office.
79261,379413,A man in blue shirt wading in water with building in the background.
463601,385076,Man in khaki shorts and green shirt holding a blue kite. 
280612,394418,A man throwing a tennis ball to hit with a tennis racket.
73491,395561,A man swinging a baseball bat over home plate.
303971,421825,Man in blue striped shirt playing Nintendo Wii.
162189,427140,A man in a baseball uniform holding a wooden bat in both hands.
54750,428861,A man kiteboarding over waves in the ocean.
86250,430403,"A man in living room with sofa, windows and a fan."
254807,432846,A man on a cell phone looks across the road towards other people.
464149,445189,The man is walking on a very narrow street.
542681,456704,A man standing on a tennis court holding a racquet and a ball.
136915,457089,A man who is looking at a baseball bat.
74656,460353,A man covered in tattoos talking on a phone.
358389,466330,A man is listening intently in a lecture hall. 
390099,466637,A man holding a baby with a laptop in front of them. 
321223,475019,a man reaching into the refrigerator in a kitchen
254460,499700,A man selling kites at a monument wall
183889,508485,A man pressing buttons on his cell phone.
192787,510890,a man sitting in front of a computer holding a camera wearing headphones
48917,519969,a man surfing very high in strong waves
560463,529959,A man holding a tennis racquet on top of a tennis court.
529515,558832,A man watching a baseball go by while holding a bat.
416700,565931,a man is reaching back with a tennis racket
140860,572343,A man is seated on a floor with a computer and some papers.
104982,589506,A man holding a smart phone in his right hand.
443860,594214,A man holding a smart phone in his right hand.
547258,598116,A little girl leaps in the air as a man watches from his chair. 
517807,609591,a man in red is sitting on a barrel 
551737,611955,A man that is standing in the grass.
397809,633364,A young boy dressed in costume eating a white cookie.
366104,649998,One man is taking a photo and two others are holding Wii controllers.
351557,655994,Man holding a rainbow colored kite in front of people. 
199881,699615,A man using a remote while two other people look on.
433984,702246,a man that has a racket in his hand
257838,704735,A man putting an uncooked pizza pie in the oven.
79397,716022,A man standing on top of a baseball field.
188460,721244,A young man sitting with a laptop computer on his lap.
120070,728710,A man sits at a desk with two computers.
471154,729343,a man sitting in a golf cark while talking on a cell phone 
151704,730669,A man with a beard in a vest  plays Wii.
356248,740609, a man holding onto a little blond girl 
351590,747105,A man is standing in a room holding something in his hand.
485090,748516,An older man showing a young boy how to hit a ball.
559185,749405,A man that is standing with a remote.
50326,774343,A man holding a kite on a beach during the day.
522637,776869,A man leaning on a brick wall talking on a phone.
275111,797777,Two women on a park bench while a man on a cell phone walks down the sidewalk.
381682,9458,A man holding a wine glass in order to smell the wine
260818,83859,a man drinking from a glass while sitting in front of a table full of food
167452,167101,The man hold the electric guitar in front of the ornate teddy bears.
269098,170491,A man sitting on a couch next to a white stuffed teddy bear.
137315,204903,a man smiling with shots and a plate of food on the table
31368,368833,A young man is making a silly face while eating. 
348371,405192,A man smiling with a breakfast burrito and a coffee cup with a smiley face.
91318,432341,A man cutting a cast off another person with scissors.
130485,651187,a man that is drinking something out of a glass
150358,654140,A man is sitting next to a Christmas teddy bear.
484145,788611,A man standing with a glass in his hand.
